Nationality,Single Age Group,Five-Year Age Group,Governorate,Region,Gender,Population
Saudi,78,75-79,,,Female,14
Saudi,78,75-79,Al Bahah (Emirate HQ),Al Bahah,Male,20
Non-Saudi,78,75-79,Al Bahah (Emirate HQ),Al Bahah,Male,1
Saudi,78,75-79,Al Hujrah,Al Bahah,Male,14
Non-Saudi,78,75-79,Al Hujrah,Al Bahah,Male,1
Saudi,78,75-79,Al Aqiq,Al Bahah,Male,17
Non-Saudi,78,75-79,Al Aqiq,Al Bahah,Male,1
Saudi,78,75-79,,Al Bahah,Male,15
Saudi,78,75-79,,Al Bahah,Male,33
Non-Saudi,78,75-79,,Al Bahah,Male,1
Saudi,78,75-79,,Al Bahah,Male,13
Saudi,78,75-79,,Al Bahah,Male,27
Saudi,78,75-79,,Al Bahah,Male,8
Saudi,78,75-79,,Al Bahah,Male,13
Saudi,78,75-79,,Al Bahah,Male,21
Saudi,78,75-79,,,Male,55
Non-Saudi,78,75-79,,,Male,4
Saudi,78,75-79,,,Male,15
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,56
Non-Saudi,78,75-79,,,Male,5
Saudi,78,75-79,,,Male,18
Saudi,78,75-79,,,Male,9
Saudi,78,75-79,,,Male,35
Non-Saudi,78,75-79,,,Male,6
Saudi,78,75-79,,,Male,10
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,62
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,34
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,5
Saudi,78,75-79,,,Male,87
Non-Saudi,78,75-79,,,Male,11
Saudi,78,75-79,,,Male,16
Non-Saudi,78,75-79,,,Male,6
Saudi,78,75-79,,,Male,30
Non-Saudi,78,75-79,,,Male,4
Saudi,78,75-79,,,Male,96
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,1592
Non-Saudi,78,75-79,,,Male,391
Saudi,78,75-79,,,Male,23
Saudi,78,75-79,,,Male,33
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,13
Saudi,78,75-79,,,Male,4
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,32
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,72
Non-Saudi,78,75-79,,,Male,4
Saudi,78,75-79,,,Male,20
Non-Saudi,78,75-79,,,Male,5
Saudi,78,75-79,,,Male,9
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,11
Saudi,78,75-79,,,Male,15
Saudi,78,75-79,,,Male,11
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,17
Non-Saudi,78,75-79,,,Male,4
Saudi,78,75-79,,,Male,9
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,34
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,38
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,22
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,18
Saudi,78,75-79,,,Male,24
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,42
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,5
Saudi,78,75-79,,,Male,18
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,25
Saudi,78,75-79,,,Male,222
Non-Saudi,78,75-79,,,Male,11
Saudi,78,75-79,,,Male,8
Saudi,78,75-79,,,Male,9
Saudi,78,75-79,,,Male,12
Saudi,78,75-79,,,Male,65
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,11
Saudi,78,75-79,,,Male,19
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,46
Saudi,78,75-79,,,Male,13
Saudi,78,75-79,,,Male,423
Non-Saudi,78,75-79,,,Male,80
Saudi,78,75-79,,,Male,28
Saudi,78,75-79,,,Male,25
Saudi,78,75-79,,,Male,35
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,21
Saudi,78,75-79,,,Male,71
Non-Saudi,78,75-79,,,Male,10
Saudi,78,75-79,,,Male,358
Non-Saudi,78,75-79,,,Male,10
Saudi,78,75-79,,,Male,28
Non-Saudi,78,75-79,,,Male,13
Saudi,78,75-79,,,Male,85
Non-Saudi,78,75-79,,,Male,46
Saudi,78,75-79,,,Male,20
Non-Saudi,78,75-79,,,Male,8
Saudi,78,75-79,,,Male,280
Non-Saudi,78,75-79,,,Male,86
Saudi,78,75-79,,,Male,179
Non-Saudi,78,75-79,,,Male,33
Saudi,78,75-79,,,Male,31
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,12
Non-Saudi,78,75-79,,,Male,7
Saudi,78,75-79,,,Male,138
Non-Saudi,78,75-79,,,Male,27
Saudi,78,75-79,,,Male,4
Saudi,78,75-79,,,Male,16
Non-Saudi,78,75-79,,,Male,18
Saudi,78,75-79,,,Male,6
Saudi,78,75-79,,,Male,31
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,23
Saudi,78,75-79,,,Male,129
Non-Saudi,78,75-79,,,Male,11
Saudi,78,75-79,,,Male,15
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,11
Saudi,78,75-79,,,Male,23
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,93
Non-Saudi,78,75-79,,,Male,6
Saudi,78,75-79,,,Male,45
Non-Saudi,78,75-79,,,Male,13
Saudi,78,75-79,,,Male,4
Non-Saudi,78,75-79,,,Male,4
Saudi,78,75-79,,,Male,36
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,42
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,19
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,46
Non-Saudi,78,75-79,,,Male,12
Saudi,78,75-79,,,Male,20
Saudi,78,75-79,,,Male,36
Non-Saudi,78,75-79,,,Male,8
Saudi,78,75-79,,,Male,35
Non-Saudi,78,75-79,,,Male,11
Saudi,78,75-79,,,Male,72
Non-Saudi,78,75-79,,,Male,21
Saudi,78,75-79,,,Male,101
Non-Saudi,78,75-79,,,Male,18
Saudi,78,75-79,,,Male,24
Non-Saudi,78,75-79,,,Male,5
Saudi,78,75-79,,,Male,13
Saudi,78,75-79,,,Male,19
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,16
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,29
Saudi,78,75-79,,,Male,7
Saudi,78,75-79,,,Male,29
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,16
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,10
Saudi,78,75-79,,,Male,24
Non-Saudi,78,75-79,,,Male,4
Saudi,78,75-79,,,Male,223
Non-Saudi,78,75-79,,,Male,14
Saudi,78,75-79,,,Male,13
Saudi,78,75-79,,,Male,19
Saudi,78,75-79,,,Male,170
Non-Saudi,78,75-79,,,Male,15
Saudi,78,75-79,,,Male,41
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,6
Saudi,78,75-79,,,Male,14
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,12
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,39
Saudi,78,75-79,,,Male,32
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,55
Saudi,78,75-79,,,Male,44
Saudi,78,75-79,,,Male,101
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,24
Saudi,78,75-79,,,Male,8
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,176
Non-Saudi,78,75-79,,,Male,23
Saudi,78,75-79,,,Male,53
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,25
Saudi,78,75-79,,,Male,16
Saudi,78,75-79,,,Male,17
Saudi,78,75-79,,,Male,134
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,25
Saudi,78,75-79,,,Male,43
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,22
Saudi,78,75-79,,,Male,427
Non-Saudi,78,75-79,,,Male,34
Saudi,78,75-79,,,Male,73
Saudi,78,75-79,,,Male,133
Saudi,78,75-79,,,Male,16
Saudi,78,75-79,,,Male,46
Saudi,78,75-79,,,Male,15
Saudi,78,75-79,,,Male,37
Non-Saudi,78,75-79,,,Male,6
Saudi,78,75-79,,,Male,25
Saudi,78,75-79,,,Male,849
Non-Saudi,78,75-79,,,Male,502
Saudi,78,75-79,,,Male,38
Non-Saudi,78,75-79,,,Male,2
Saudi,78,75-79,,,Male,30
Non-Saudi,78,75-79,,,Male,3
Saudi,78,75-79,,,Male,38
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,515
Non-Saudi,78,75-79,,,Male,290
Saudi,78,75-79,,,Male,29
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,6
Saudi,78,75-79,,,Male,3
Non-Saudi,78,75-79,,,Male,1
Saudi,78,75-79,,,Male,16
Saudi,78,75-79,,,Male,5
Saudi,78,75-79,,,Male,39
Non-Saudi,78,75-79,,,Male,8
Saudi,78,75-79,,,Male,150
Non-Saudi,78,75-79,,,Male,19
Saudi,78,75-79,,,Male,4
Non-Saudi,78,75-79,,,Male,1
Saudi,79,75-79,Al Bahah (Emirate HQ),Al Bahah,Female,35
Non-Saudi,79,75-79,Al Bahah (Emirate HQ),Al Bahah,Female,1
Saudi,79,75-79,Al Hujrah,Al Bahah,Female,21
Saudi,79,75-79,Al Aqiq,Al Bahah,Female,32
Saudi,79,75-79,,Al Bahah,Female,23
Saudi,79,75-79,,Al Bahah,Female,26
Non-Saudi,79,75-79,,Al Bahah,Female,4
Saudi,79,75-79,,Al Bahah,Female,21
Non-Saudi,79,75-79,,Al Bahah,Female,1
Saudi,79,75-79,,Al Bahah,Female,44
Non-Saudi,79,75-79,,Al Bahah,Female,2
Saudi,79,75-79,,Al Bahah,Female,12
Saudi,79,75-79,,Al Bahah,Female,8
Saudi,79,75-79,,Al Bahah,Female,30
Saudi,79,75-79,,,Female,59
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,12
Saudi,79,75-79,,,Female,83
Non-Saudi,79,75-79,,,Female,3
Saudi,79,75-79,,,Female,46
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,14
Saudi,79,75-79,,,Female,35
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,22
Saudi,79,75-79,,,Female,68
Non-Saudi,79,75-79,,,Female,5
Saudi,79,75-79,,,Female,24
Saudi,79,75-79,,,Female,8
Saudi,79,75-79,,,Female,104
Non-Saudi,79,75-79,,,Female,7
Saudi,79,75-79,,,Female,24
Non-Saudi,79,75-79,,,Female,4
Saudi,79,75-79,,,Female,24
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,100
Saudi,79,75-79,,,Female,1377
Non-Saudi,79,75-79,,,Female,224
Saudi,79,75-79,,,Female,21
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,28
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,10
Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,32
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,44
Saudi,79,75-79,,,Female,20
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,3
Saudi,79,75-79,,,Female,6
Saudi,79,75-79,,,Female,21
Saudi,79,75-79,,,Female,10
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,20
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,7
Saudi,79,75-79,,,Female,30
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,6
Saudi,79,75-79,,,Female,35
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,15
Saudi,79,75-79,,,Female,26
Saudi,79,75-79,,,Female,19
Saudi,79,75-79,,,Female,50
Saudi,79,75-79,,,Female,6
Saudi,79,75-79,,,Female,26
Saudi,79,75-79,,,Female,29
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,186
Non-Saudi,79,75-79,,,Female,6
Saudi,79,75-79,,,Female,11
Saudi,79,75-79,,,Female,13
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,9
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,59
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,9
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,19
Saudi,79,75-79,,,Female,33
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,15
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,540
Non-Saudi,79,75-79,,,Female,65
Saudi,79,75-79,,,Female,39
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,48
Saudi,79,75-79,,,Female,29
Saudi,79,75-79,,,Female,21
Saudi,79,75-79,,,Female,98
Non-Saudi,79,75-79,,,Female,6
Saudi,79,75-79,,,Female,340
Non-Saudi,79,75-79,,,Female,10
Saudi,79,75-79,,,Female,20
Saudi,79,75-79,,,Female,85
Non-Saudi,79,75-79,,,Female,9
Saudi,79,75-79,,,Female,9
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,267
Non-Saudi,79,75-79,,,Female,24
Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,200
Non-Saudi,79,75-79,,,Female,5
Saudi,79,75-79,,,Female,8
Saudi,79,75-79,,,Female,11
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,119
Non-Saudi,79,75-79,,,Female,3
Saudi,79,75-79,,,Female,9
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,5
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,5
Saudi,79,75-79,,,Female,31
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,36
Saudi,79,75-79,,,Female,160
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,10
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,10
Saudi,79,75-79,,,Female,21
Saudi,79,75-79,,,Female,90
Non-Saudi,79,75-79,,,Female,4
Saudi,79,75-79,,,Female,70
Non-Saudi,79,75-79,,,Female,8
Saudi,79,75-79,,,Female,8
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,34
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,25
Saudi,79,75-79,,,Female,9
Saudi,79,75-79,,,Female,20
Saudi,79,75-79,,,Female,43
Non-Saudi,79,75-79,,,Female,6
Saudi,79,75-79,,,Female,20
Saudi,79,75-79,,,Female,43
Non-Saudi,79,75-79,,,Female,3
Saudi,79,75-79,,,Female,53
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,76
Non-Saudi,79,75-79,,,Female,8
Saudi,79,75-79,,,Female,98
Non-Saudi,79,75-79,,,Female,14
Saudi,79,75-79,,,Female,24
Non-Saudi,79,75-79,,,Female,8
Saudi,79,75-79,,,Female,10
Saudi,79,75-79,,,Female,20
Saudi,79,75-79,,,Female,25
Non-Saudi,79,75-79,,,Female,3
Saudi,79,75-79,,,Female,38
Saudi,79,75-79,,,Female,7
Saudi,79,75-79,,,Female,13
Saudi,79,75-79,,,Female,11
Non-Saudi,79,75-79,,,Female,4
Saudi,79,75-79,,,Female,13
Saudi,79,75-79,,,Female,30
Saudi,79,75-79,,,Female,162
Non-Saudi,79,75-79,,,Female,13
Saudi,79,75-79,,,Female,13
Saudi,79,75-79,,,Female,4
Saudi,79,75-79,,,Female,189
Non-Saudi,79,75-79,,,Female,5
Saudi,79,75-79,,,Female,32
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,12
Saudi,79,75-79,,,Female,4
Saudi,79,75-79,,,Female,14
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,36
Saudi,79,75-79,,,Female,47
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,48
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,39
Saudi,79,75-79,,,Female,96
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,24
Saudi,79,75-79,,,Female,24
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,184
Non-Saudi,79,75-79,,,Female,6
Saudi,79,75-79,,,Female,34
Saudi,79,75-79,,,Female,31
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,19
Saudi,79,75-79,,,Female,19
Saudi,79,75-79,,,Female,100
Saudi,79,75-79,,,Female,31
Saudi,79,75-79,,,Female,59
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,19
Saudi,79,75-79,,,Female,430
Non-Saudi,79,75-79,,,Female,34
Saudi,79,75-79,,,Female,63
Saudi,79,75-79,,,Female,161
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,14
Saudi,79,75-79,,,Female,48
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,20
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,24
Non-Saudi,79,75-79,,,Female,4
Saudi,79,75-79,,,Female,28
Non-Saudi,79,75-79,,,Female,1
Saudi,79,75-79,,,Female,971
Non-Saudi,79,75-79,,,Female,351
Saudi,79,75-79,,,Female,33
Saudi,79,75-79,,,Female,55
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,35
Non-Saudi,79,75-79,,,Female,2
Saudi,79,75-79,,,Female,547
Non-Saudi,79,75-79,,,Female,144
Saudi,79,75-79,,,Female,39
Saudi,79,75-79,,,Female,9
Saudi,79,75-79,,,Female,13
Saudi,79,75-79,,,Female,18
Saudi,79,75-79,,,Female,3
Saudi,79,75-79,,,Female,23
Non-Saudi,79,75-79,,,Female,5
Saudi,79,75-79,,,Female,112
Non-Saudi,79,75-79,,,Female,8
Saudi,79,75-79,,,Female,10
Saudi,79,75-79,Al Bahah (Emirate HQ),Al Bahah,Male,25
Saudi,79,75-79,Al Hujrah,Al Bahah,Male,12
Saudi,79,75-79,Al Aqiq,Al Bahah,Male,13
Saudi,79,75-79,,Al Bahah,Male,11
Non-Saudi,79,75-79,,Al Bahah,Male,2
Saudi,79,75-79,,Al Bahah,Male,27
Non-Saudi,79,75-79,,Al Bahah,Male,1
Saudi,79,75-79,,Al Bahah,Male,10
Non-Saudi,79,75-79,,Al Bahah,Male,1
Saudi,79,75-79,,Al Bahah,Male,24
Non-Saudi,79,75-79,,Al Bahah,Male,1
Saudi,79,75-79,,Al Bahah,Male,10
Saudi,79,75-79,,Al Bahah,Male,13
Saudi,79,75-79,,Al Bahah,Male,23
Saudi,79,75-79,,,Male,50
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,11
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,62
Non-Saudi,79,75-79,,,Male,6
Saudi,79,75-79,,,Male,27
Saudi,79,75-79,,,Male,7
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,26
Non-Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,13
Non-Saudi,79,75-79,,,Male,3
Saudi,79,75-79,,,Male,56
Non-Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,38
Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,126
Non-Saudi,79,75-79,,,Male,6
Saudi,79,75-79,,,Male,23
Non-Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,34
Non-Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,106
Non-Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,1562
Non-Saudi,79,75-79,,,Male,376
Saudi,79,75-79,,,Male,24
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,22
Non-Saudi,79,75-79,,,Male,3
Saudi,79,75-79,,,Male,7
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,7
Saudi,79,75-79,,,Male,49
Saudi,79,75-79,,,Male,53
Non-Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,20
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,8
Saudi,79,75-79,,,Male,7
Saudi,79,75-79,,,Male,23
Saudi,79,75-79,,,Male,22
Saudi,79,75-79,,,Male,17
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,9
Saudi,79,75-79,,,Male,29
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,40
Non-Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,27
Saudi,79,75-79,,,Male,30
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,29
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,39
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,8
Saudi,79,75-79,,,Male,23
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,14
Saudi,79,75-79,,,Male,254
Non-Saudi,79,75-79,,,Male,8
Saudi,79,75-79,,,Male,18
Saudi,79,75-79,,,Male,12
Saudi,79,75-79,,,Male,10
Saudi,79,75-79,,,Male,72
Non-Saudi,79,75-79,,,Male,6
Saudi,79,75-79,,,Male,9
Saudi,79,75-79,,,Male,25
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,41
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,18
Saudi,79,75-79,,,Male,438
Non-Saudi,79,75-79,,,Male,85
Saudi,79,75-79,,,Male,30
Saudi,79,75-79,,,Male,25
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,22
Saudi,79,75-79,,,Male,12
Saudi,79,75-79,,,Male,59
Non-Saudi,79,75-79,,,Male,9
Saudi,79,75-79,,,Male,373
Non-Saudi,79,75-79,,,Male,10
Saudi,79,75-79,,,Male,20
Non-Saudi,79,75-79,,,Male,7
Saudi,79,75-79,,,Male,77
Non-Saudi,79,75-79,,,Male,43
Saudi,79,75-79,,,Male,26
Non-Saudi,79,75-79,,,Male,8
Saudi,79,75-79,,,Male,236
Non-Saudi,79,75-79,,,Male,57
Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,170
Non-Saudi,79,75-79,,,Male,36
Saudi,79,75-79,,,Male,20
Non-Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,13
Non-Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,127
Non-Saudi,79,75-79,,,Male,27
Saudi,79,75-79,,,Male,8
Non-Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,14
Non-Saudi,79,75-79,,,Male,32
Saudi,79,75-79,,,Male,3
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,31
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,23
Saudi,79,75-79,,,Male,140
Non-Saudi,79,75-79,,,Male,25
Saudi,79,75-79,,,Male,12
Saudi,79,75-79,,,Male,16
Saudi,79,75-79,,,Male,18
Saudi,79,75-79,,,Male,89
Non-Saudi,79,75-79,,,Male,7
Saudi,79,75-79,,,Male,67
Non-Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,6
Saudi,79,75-79,,,Male,29
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,52
Saudi,79,75-79,,,Male,7
Saudi,79,75-79,,,Male,20
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,31
Non-Saudi,79,75-79,,,Male,3
Saudi,79,75-79,,,Male,22
Saudi,79,75-79,,,Male,37
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,42
Non-Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,66
Non-Saudi,79,75-79,,,Male,14
Saudi,79,75-79,,,Male,72
Non-Saudi,79,75-79,,,Male,12
Saudi,79,75-79,,,Male,20
Non-Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,18
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,22
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,32
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,16
Saudi,79,75-79,,,Male,18
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,20
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,225
Non-Saudi,79,75-79,,,Male,13
Saudi,79,75-79,,,Male,7
Saudi,79,75-79,,,Male,14
Saudi,79,75-79,,,Male,199
Non-Saudi,79,75-79,,,Male,6
Saudi,79,75-79,,,Male,42
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,5
Saudi,79,75-79,,,Male,11
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,13
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,34
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,35
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,27
Saudi,79,75-79,,,Male,61
Saudi,79,75-79,,,Male,125
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,25
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,6
Saudi,79,75-79,,,Male,177
Non-Saudi,79,75-79,,,Male,12
Saudi,79,75-79,,,Male,50
Non-Saudi,79,75-79,,,Male,3
Saudi,79,75-79,,,Male,33
Saudi,79,75-79,,,Male,13
Saudi,79,75-79,,,Male,17
Saudi,79,75-79,,,Male,134
Non-Saudi,79,75-79,,,Male,8
Saudi,79,75-79,,,Male,28
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,47
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,24
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,420
Non-Saudi,79,75-79,,,Male,31
Saudi,79,75-79,,,Male,64
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,132
Non-Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,12
Saudi,79,75-79,,,Male,36
Saudi,79,75-79,,,Male,19
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,37
Non-Saudi,79,75-79,,,Male,8
Saudi,79,75-79,,,Male,35
Saudi,79,75-79,,,Male,766
Non-Saudi,79,75-79,,,Male,422
Saudi,79,75-79,,,Male,21
Saudi,79,75-79,,,Male,42
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,36
Saudi,79,75-79,,,Male,525
Non-Saudi,79,75-79,,,Male,234
Saudi,79,75-79,,,Male,26
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,4
Saudi,79,75-79,,,Male,11
Non-Saudi,79,75-79,,,Male,1
Saudi,79,75-79,,,Male,2
Saudi,79,75-79,,,Male,35
Non-Saudi,79,75-79,,,Male,8
Saudi,79,75-79,,,Male,163
